Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D,Net Income LTM,Market Cap (USD),Cash Flow Yield,Net Debt (USD),EV at Low Date (USD),P/E at Low Date,Debt Years
BANC,"BANC OF CALIFORNIA, INC.","Banc of California, Inc. operates as the bank holding company for Banc of California that provides various banking products and services.",USD,19.44,19.44,2025-12-30,11.84,2025-04-08,17.6,19.9,2025-12-22,19.44,2025-12-30,2.3,1967016,0.0225,,,2025-08-13,127.0,12.4,2025-04-14,2025-08-25,True,-741677000,3225436928,0.0475,700817920,2690914067,16.69,3.1
GIII,G III APPAREL GROUP LTD /DE/,"G-III Apparel Group, Ltd. designs, sources, distributes, and markets women's and men's apparel in the United States and internationally.",USD,29.73,29.73,2025-12-30,20.47,2025-06-13,11.0,35.99,2024-12-13,20.47,2025-06-13,43.1,507483,0.0199,2025-08-22,70.0,2025-08-22,70.0,20.47,2025-06-13,2025-08-22,True,437266000,1279550976,0.2984,101416000,968521875,5.06,0.28
OMCL,"OMNICELL, INC.","Omnicell, Inc. , together with its subsidiaries, provides medication management solutions and adherence tools for healthcare systems and pharmacies the United States and internationally.",USD,45.92,45.92,2025-12-30,24.63,2025-05-07,53.3,183.62,2021-11-23,24.63,2025-05-07,86.6,574583,0.0272,2025-08-22,107.0,2025-08-22,107.0,24.63,2025-05-07,2025-08-22,True,75657000,2313249024,0.0538,26731008,1158091572,64.84,0.29
AEG,AEGON LTD.,"Aegon Ltd. provides insurance, pensions, retirement, and asset management services in the Americas, the Netherlands, the United Kingdom, and internationally.",USD,7.77,7.77,2025-12-30,5.34,2025-04-08,-1.8,8.05,2025-09-24,7.21,2025-12-10,10.4,5104730,0.0164,,,2025-05-30,52.0,5.86,2025-04-16,2025-08-21,True,1919000000,11879685120,0.0677,1068000000,10282371612,13.39,1.53
SENEA,Seneca Foods Corp,Seneca Foods Corporation provides packaged fruits and vegetables in the United States and internationally.,USD,110.2,110.2,2025-12-30,71.34,2025-01-10,0.9,127.82,2025-11-25,109.68,2025-12-09,14.2,78613,0.0224,,,2025-05-27,137.0,82.54,2025-04-17,2025-08-21,True,159973000,777404352,0.3058,281590000,850294733,19.91,1.11
SKLTF,Seek Ltd,"SEEK Limited, together with its subsidiaries, provides online employment marketplace services in Australia, New Zealand, Southeast Asia, Hong Kong, the United Kingdom, Europe, and internationally.",USD,18.36,18.36,2025-12-30,12.78,2024-12-27,0.0,22.42,2021-12-30,11.65,2022-10-20,48.0,0,0.0,2023-01-31,103.0,2025-08-20,236.0,13.01,2025-04-14,2025-08-20,True,1336700000,6560348672,0.0346,1076400000,5780989930,19.19,5.38
TYHOF,Toyota Tsusho Corporation/ADR,"Toyota Tsusho Corporation engages in the metals, circular economy, supply chain, mobility, green infrastructure, digital solutions, and lifestyle businesses.",USD,30.0,30.0,2025-12-30,14.52,2025-02-21,16.5,30.1,2025-11-03,30.0,2025-11-20,0.3,10,0.0196,,,2025-03-28,35.0,17.09,2025-04-14,2025-08-20,True,1200340000000,34160033792,0.2331,1321679847424,1341424347024,0.05,4.23
KYIV,Kyivstar Group Ltd.,Kyivstar Group Ltd. provides a range of mobile communication and home Internet services in Ukraine.,USD,12.74,12.74,2025-12-30,9.99,2024-12-27,6.7,15.17,2025-08-19,10.43,2025-09-16,31.2,748013,0.037,2025-10-16,30.0,2025-05-14,138.0,10.39,2025-08-06,2025-08-19,True,127000000,2862707456,0.1186,30000000,2428672094,7.97,0.15
LH,LABCORP HOLDINGS INC.,Labcorp Holdings Inc. provides laboratory services.,USD,253.07,253.07,2025-12-30,210.49,2025-04-21,-9.1,290.15,2025-10-20,245.98,2025-11-06,15.2,669250,0.0152,,,2025-08-19,120.0,210.49,2025-04-21,2025-08-19,False,4820400000,21163077632,0.0304,5985200128,23620682229,33.56,4.33
MD,"Pediatrix Medical Group, Inc.","Pediatrix Medical Group, Inc. , together with its subsidiaries, provides newborn, maternal-fetal, and other pediatric subspecialty care services in the United States.",USD,21.82,21.82,2025-12-30,11.98,2025-08-01,28.4,35.15,2021-08-30,6.77,2024-06-11,80.7,1039493,0.0333,2024-08-06,56.0,2025-08-15,14.0,11.98,2025-08-01,2025-08-15,True,37822000,1936752384,0.1857,179166016,1222434548,9.49,0.66
LYV,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc.",USD,144.09,144.09,2025-12-30,115.79,2025-03-13,-9.3,174.06,2025-09-11,125.61,2025-11-24,27.8,2957276,0.0218,,,2025-06-23,102.0,123.48,2025-04-21,2025-08-14,False,1068716000,34197456896,0.0358,2638152704,31311351303,42.42,1.66
CIVI,"CIVITAS RESOURCES, INC.","Civitas Resources, Inc. , an exploration and production company, focuses on the acquisition, development, and production of crude oil and associated liquids-rich natural gas.",USD,27.25,27.25,2025-12-30,23.14,2025-04-04,-21.8,70.5,2023-09-08,23.14,2025-04-04,67.2,1370360,0.0304,2025-05-13,39.0,2025-05-13,39.0,25.02,2025-04-15,2025-08-14,False,3050012000,2245447680,0.1439,5082999808,7322475613,3.54,5.44
GRBK,"Green Brick Partners, Inc.","Green Brick Partners, Inc (NYSE: GRBK), the third largest homebuilder in Dallas-Fort Worth, is a diversified homebuilding and land development company that operates in Texas, Georgia, and Florida.",USD,63.09,63.09,2025-12-30,53.49,2025-04-08,-17.3,83.77,2024-10-16,53.49,2025-04-08,36.1,243970,0.0215,2025-08-13,127.0,2025-08-13,127.0,54.56,2025-04-21,2025-08-13,False,1148319000,2936287744,0.0344,206041008,2582952869,8.87,1.3
HOLX,HOLOGIC INC,"Hologic, Inc. engages in the development, manufacture, and supply of diagnostics products, medical imaging systems, and surgical products for women's health through early detection and treatment worldwide.",USD,74.54,74.54,2025-12-30,52.73,2025-05-05,11.2,87.67,2023-05-01,52.73,2025-05-05,39.9,3001300,0.0086,2025-08-13,100.0,2025-08-13,100.0,52.73,2025-05-05,2025-08-13,True,3113200000,16703149056,0.0499,420900096,12183147078,32.47,0.47
LFST,"LifeStance Health Group, Inc.","LifeStance Health Group, Inc. , through its subsidiaries, provides outpatient mental health services to children, adolescents, adults, and geriatrics in the United States.",USD,7.13,7.13,2025-12-30,3.79,2025-08-01,30.8,28.95,2021-07-07,3.79,2025-08-01,86.9,2216736,0.0378,2025-08-13,12.0,2025-08-13,12.0,3.79,2025-08-01,2025-08-13,True,-766466000,2886382080,0.0688,269738976,1744050026,,2.26
VVX,"V2X, Inc.","V2X, Inc. provides critical mission solutions and support services to defense customers worldwide.",USD,55.28,55.28,2025-12-30,42.05,2025-02-24,-4.8,68.82,2024-11-06,42.05,2025-02-24,38.9,325483,0.0197,2025-08-05,162.0,2025-08-05,162.0,43.76,2025-06-02,2025-08-13,True,43509000,1895223808,0.0793,959996944,2324059325,28.31,5.19
MHK,MOHAWK INDUSTRIES INC,"Mohawk Industries, Inc. designs, manufactures, sources, distributes, and markets flooring products for residential and commercial remodeling, and new construction channels in the United States, Europe, Latin America, and internationally.",USD,109.68,109.68,2025-12-30,97.99,2025-06-18,-14.9,229.74,2021-05-07,76.56,2023-10-27,66.7,1273253,0.0204,2023-12-14,48.0,2025-08-13,56.0,97.99,2025-06-18,2025-08-13,False,1136559000,7099192320,0.0449,1821899968,7910205794,18.57,3.1
LDOS,"Leidos Holdings, Inc.","Leidos Holdings, Inc. , together with its subsidiaries, provides services and solutions for government and commercial customers in the United States and internationally.",USD,183.35,183.35,2025-12-30,125.54,2025-02-21,-4.1,199.1,2025-11-04,181.19,2025-12-18,9.0,799253,0.014,,,2025-07-03,132.0,137.26,2025-04-21,2025-08-13,True,2891000000,25046206464,0.0397,4255000192,21990824211,17.54,3.07
ADEA,Adeia Inc.,"Adeia Inc. , together with its subsidiaries, operates as a media and semiconductor intellectual property licensing company in the United States, Asia, Canada, Europe, the Middle East, and internationally.",USD,17.61,17.61,2025-12-30,11.1,2025-04-04,3.5,17.94,2025-10-06,11.69,2025-11-20,34.8,939989,0.0497,2025-12-22,32.0,2025-07-03,90.0,11.53,2025-04-21,2025-08-13,True,-219342000,1965708032,0.0998,333066992,1609955802,19.01,1.79
UMBF,UMB FINANCIAL CORP,UMB Financial Corporation operates as the bank holding company that provides banking services and asset servicing in the United States and internationally.,USD,116.68,116.68,2025-12-30,85.47,2025-04-11,-1.0,125.33,2024-11-25,85.47,2025-04-11,31.8,471480,0.0192,2025-07-14,94.0,2025-07-14,94.0,87.78,2025-04-14,2025-08-13,True,1575967000,9339384832,0.0502,1156877056,7897093422,21.67,1.44
MHO,"M/I HOMES, INC.","M/I Homes, Inc. , together with its subsidiaries, engages in the construction and sale of single-family residential homes in Ohio, Indiana, Illinois, Minnesota, Michigan, Florida, Texas, North Carolina, and Tennessee.",USD,128.91,128.91,2025-12-30,103.9,2025-04-21,-12.4,174.92,2024-10-16,103.9,2025-04-21,40.6,202543,0.0213,2025-08-12,113.0,2025-08-12,113.0,103.9,2025-04-21,2025-08-12,True,1916620000,3478823424,0.0326,240443968,2982438673,7.03,0.99
LYTS,LSI INDUSTRIES INC,"LSI Industries Inc. manufactures, markets, and sells non-residential lighting and retail display solutions in the United States.",USD,18.52,18.52,2025-12-30,14.53,2025-04-28,-21.7,24.46,2025-01-23,14.53,2025-04-28,40.6,147406,0.0222,2025-08-12,106.0,2025-08-12,106.0,14.53,2025-04-28,2025-08-12,True,90154000,593872256,0.0505,60915000,516424303,28.1,2.62
SPXSF,Spirax-Sarco Engineering PLC/ADR,"Spirax Group plc provides thermal energy and fluid technology solutions in Europe, the Middle East, Africa, the Asia Pacific, and the Americas.",USD,91.8,91.8,2025-12-30,67.86,2025-04-09,-2.8,215.48,2021-11-15,67.86,2025-04-09,68.5,66,0.0159,2025-08-12,125.0,2025-08-12,125.0,67.86,2025-04-14,2025-08-12,True,834100000,6959345664,0.037,747800000,5953390786,27.23,3.4
PUK,PRUDENTIAL PLC,"Prudential plc, through its subsidiaries, provides life and health insurance, and asset management solutions to individuals in Asia and Africa.",USD,31.34,31.34,2025-12-30,14.24,2025-01-13,11.5,40.17,2021-05-07,14.24,2025-01-13,64.6,767246,0.0123,2025-03-05,51.0,2025-03-05,51.0,20.0,2025-04-14,2025-08-12,True,937000000,39977115648,0.1359,355000320,25808784972,11.14,0.1
AMPH,"Amphastar Pharmaceuticals, Inc.","Amphastar Pharmaceuticals, Inc.",USD,27.0,27.0,2025-12-30,20.62,2025-07-18,0.0,65.0,2023-08-08,20.62,2025-07-18,68.3,381143,0.0245,2025-08-11,24.0,2025-08-11,24.0,20.62,2025-07-18,2025-08-11,True,450566000,1289773568,0.0821,380564000,1339292547,7.12,3.43
TGNA,TEGNA INC,TEGNA Inc. operates as a journalism company in the United States.,USD,19.45,19.45,2025-12-30,14.85,2025-08-07,-3.6,21.02,2025-08-25,19.15,2025-11-24,8.9,1483946,0.0077,,,2025-08-11,4.0,14.85,2025-08-07,2025-08-11,True,2184012000,3072963328,0.1204,2357353120,4779647220,5.32,5.49
IMXI,"International Money Express, Inc.","International Money Express, Inc.",USD,15.35,15.35,2025-12-30,8.71,2025-08-01,10.2,27.03,2022-10-31,8.71,2025-08-01,67.8,220333,0.0085,2025-08-11,10.0,2025-08-11,10.0,8.71,2025-08-01,2025-08-11,True,222510000,459748800,0.2979,29543008,288393156,5.03,1.1
SAPIF,Saputo Inc./ADR,"Saputo Inc. produces, markets, and distributes dairy products in Canada, the United States, Australia, Argentina, and the United Kingdom.",USD,29.95,29.95,2025-12-30,15.69,2025-01-16,23.1,31.51,2021-06-02,15.69,2025-01-16,50.2,73383,0.0128,2025-07-10,175.0,2025-07-10,175.0,17.18,2025-04-14,2025-08-08,True,985000000,11675819008,0.0575,3139000064,10231404130,,2.97
NWPX,"NWPX Infrastructure, Inc.","NWPX Infrastructure, Inc. , together with its subsidiaries, engages in the manufacture and sale of water-related infrastructure products in North America and Canada.",USD,62.8,62.8,2025-12-30,37.23,2025-05-07,18.4,64.7,2025-12-24,,,,60210,0.0194,,,2025-08-08,93.0,37.23,2025-05-07,2025-08-08,True,97950000,614469696,0.1007,136069992,495484052,14.78,2.82
COLL,"COLLEGIUM PHARMACEUTICAL, INC","Collegium Pharmaceutical, Inc.",USD,47.13,47.13,2025-12-30,24.67,2025-04-10,34.0,49.84,2025-12-26,,,,509403,0.0237,,,2025-07-09,90.0,25.99,2025-04-23,2025-08-08,True,163860000,1536135424,0.0879,650405024,1471974283,33.83,2.25
SFD,SMITHFIELD FOODS INC,"Smithfield Foods, Inc. produces packaged meats and fresh pork in the United States and internationally.",USD,22.29,22.29,2025-12-30,17.79,2025-03-10,-3.6,25.64,2025-08-22,20.92,2025-10-10,18.4,844730,0.0132,,,2025-06-12,94.0,19.12,2025-04-21,2025-08-07,False,2312000000,8813586432,0.0589,1618000064,9381976106,10.78,3.4
GVA,GRANITE CONSTRUCTION INC,Granite Construction Incorporated operates as an infrastructure contractor in the United States.,USD,116.77,116.77,2025-12-30,70.67,2025-03-10,8.0,119.36,2025-12-26,,,,665496,0.0116,,,2025-06-27,109.0,74.99,2025-04-21,2025-08-07,True,263343000,5223250432,0.0823,794591040,4086434337,37.93,2.29
JBHIF,JB Hi-Fi Limited/ADR,JB Hi-Fi Limited retails home consumer products.,USD,63.21,63.21,2025-12-30,49.68,2024-12-27,-14.6,74.0,2025-08-21,63.21,2025-11-14,14.6,0,0.0199,,,2025-05-05,129.0,55.01,2025-04-14,2025-08-07,False,1970700000,7041264128,0.095,430300000,6621426339,13.39,0.68
DORM,"Dorman Products, Inc.","Dorman Products, Inc. supplies replacement and upgrade parts for the motor vehicle aftermarket industry in the United States and internationally.",USD,125.68,125.68,2025-12-30,108.29,2025-04-21,-19.0,166.34,2025-09-08,123.77,2025-12-09,25.6,178990,0.0225,,,2025-08-06,107.0,108.29,2025-04-21,2025-08-06,False,572344000,3922104064,0.0366,499250968,3808879715,19.79,4.74
MTCH,"Match Group, Inc.","Match Group, Inc. engages in the provision of digital technologies.",USD,32.16,32.16,2025-12-30,26.72,2025-04-08,-6.6,171.5,2021-10-21,26.72,2025-04-08,84.4,3287976,0.0145,2025-08-06,120.0,2025-08-06,120.0,26.87,2025-05-09,2025-08-06,False,1842484000,7856313344,0.0703,3080354048,9620464104,15.86,3.2
HALO,"HALOZYME THERAPEUTICS, INC.","Halozyme Therapeutics, Inc. , a biopharmaceutical company, researches, develops, and commercializes of proprietary enzymes and devices in the United States and internationally.",USD,67.7,67.7,2025-12-30,47.74,2025-01-03,-9.7,78.28,2025-09-22,61.87,2025-12-09,21.0,2160556,0.0183,,,2025-03-14,70.0,47.91,2025-05-14,2025-08-06,True,1330524000,8482271232,0.0684,836894976,6470967228,14.37,1.39
GRC,GORMAN RUPP CO,"The Gorman-Rupp Company designs, manufactures, and sells pumps and pump systems in the United States and internationally.",USD,48.74,48.74,2025-12-30,30.94,2025-04-08,4.4,50.43,2025-12-15,48.48,2025-12-17,3.9,92540,0.0159,,,2025-07-25,108.0,31.98,2025-04-21,2025-08-05,True,116112000,1339323648,0.0418,280683000,1133482205,23.67,3.34
SNNUF,SMITH & NEPHEW PLC,"Smith & Nephew plc, together with its subsidiaries, develops, manufactures, markets, and sells medical devices and services in the United Kingdom, the United States, and internationally.",USD,16.0,16.0,2025-12-30,11.56,2025-01-15,-6.9,20.33,2021-05-10,9.89,2022-09-27,51.3,316,0.0258,2023-01-13,108.0,2025-03-06,50.0,12.55,2025-04-14,2025-08-05,True,1422000000,14499391488,0.0447,2778000128,13545300238,26.13,4.58
SNN,SMITH & NEPHEW PLC,"Smith & Nephew plc, together with its subsidiaries, develops, manufactures, markets, and sells medical devices and services in the United Kingdom, the United States, and internationally.",USD,33.08,33.08,2025-12-30,23.31,2025-01-14,-9.4,40.32,2021-01-20,19.97,2022-09-27,50.5,501083,0.0194,2023-01-06,101.0,2025-06-30,167.0,25.48,2025-04-16,2025-08-05,True,1422000000,14738681856,0.0437,2778000128,13862214412,26.9,4.58
ESLT,ELBIT SYSTEMS LTD,"Elbit Systems Ltd. develops and supplies a portfolio of airborne, land, and naval systems and products for the defense, homeland security, and commercial aviation applications in Israel, North America, Europe, the Asia-Pacific, Latin America, and ...",USD,579.0,579.0,2025-12-30,255.86,2024-12-27,15.0,582.16,2025-12-24,,,,109700,0.0199,,,2025-03-03,66.0,374.44,2025-04-23,2025-08-04,True,1086067000,31332423680,0.032,333683008,17796575872,63.23,0.45
TILE,INTERFACE INC,"Interface, Inc. designs, produces, and sells modular carpet products in the United States, Canada, Latin America, Europe, Africa, Asia, and Australia.",USD,28.87,28.87,2025-12-30,17.76,2025-04-08,1.1,29.86,2025-09-18,24.88,2025-10-31,16.7,342846,0.0172,,,2025-08-01,115.0,17.84,2025-04-21,2025-08-01,True,206257000,1725442688,0.0784,210936992,1254961175,16.52,1.8
ITT,ITT INC.,"ITT Inc. , together with its subsidiaries, manufactures and sells engineered critical components and customized technology solutions for the transportation, industrial, and energy markets.",USD,176.68,176.68,2025-12-30,111.96,2025-04-08,-2.0,195.1,2025-10-29,169.49,2025-12-08,13.1,1044140,0.02,,,2025-05-12,34.0,124.61,2025-04-21,2025-07-31,True,1612100000,15504410624,0.0308,567100032,11356517919,27.18,1.04
CHRW,"C. H. ROBINSON WORLDWIDE, INC.",C. H.,USD,161.96,161.96,2025-12-30,85.64,2025-04-08,22.6,166.46,2025-12-19,161.96,2025-12-30,2.7,1412293,0.0267,,,2025-07-31,114.0,86.2,2025-05-07,2025-07-31,True,2575588000,19611951104,0.0371,1365581056,11707309726,27.08,1.69
EBAY,EBAY INC,"eBay Inc. , together with its subsidiaries, operates marketplace platforms that connect buyers and sellers in the United States, the United Kingdom, China, Germany, and internationally.",USD,87.1,87.1,2025-12-30,58.89,2025-04-08,-0.2,100.1,2025-08-13,79.77,2025-11-20,20.3,4142103,0.0273,,,2025-06-04,57.0,64.78,2025-04-16,2025-07-31,True,17081000000,41532157952,0.0549,3755000320,33674790878,16.48,2.46
UAN,"CVR PARTNERS, LP","CVR Partners, LP, together with its subsidiaries, engages in the production and sale of nitrogen fertilizer in the United States.",USD,98.27,98.27,2025-12-30,58.52,2025-04-07,13.5,99.17,2025-11-14,93.56,2025-12-10,5.7,23093,0.012,,,2025-05-19,42.0,64.67,2025-04-14,2025-07-31,True,598289000,1147756928,0.1035,417900960,1180923153,15.51,3.02
SEB,SEABOARD CORP /DE/,"Seaboard Corporation, together with its subsidiaries, operates in agricultural, energy, and ocean transportation business worldwide.",USD,4468.99,4468.99,2025-12-30,2384.02,2024-12-30,20.8,4697.26,2025-12-01,4263.25,2025-12-08,9.2,12593,0.0204,,,2025-07-24,206.0,2456.65,2025-05-21,2025-07-30,True,1464000000,4278964480,0.0301,664000000,3023319834,63.77,5.77
EFXT,Enerflex Ltd.,"Enerflex Ltd. offers energy infrastructure and energy transition solutions in North America, Latin America, and the Eastern Hemisphere.",USD,15.67,15.67,2025-12-30,6.39,2025-04-08,42.3,15.88,2025-12-11,14.99,2025-12-19,5.6,509533,0.0228,,,2025-07-29,112.0,6.39,2025-04-23,2025-07-29,True,-139850204,1819948288,0.1553,657000000,1442664996,11.39,4.11
PFS,PROVIDENT FINANCIAL SERVICES INC,"Provident Financial Services, Inc.",USD,19.89,19.89,2025-12-30,14.13,2025-04-11,4.1,21.47,2022-08-18,12.1,2023-10-24,43.6,896033,0.018,2023-12-13,50.0,2025-07-03,83.0,14.42,2025-04-14,2025-07-28,True,587492000,2662120192,0.0376,2375371136,4333427160,37.27,5.37
PHIN,PHINIA INC.,"PHINIA Inc. engages in the development, design, and manufacture of integrated components and systems.",USD,63.33,63.33,2025-12-30,37.04,2025-04-08,10.9,63.33,2025-12-30,,,,405786,0.0152,,,2025-07-14,97.0,38.04,2025-04-14,2025-07-25,True,595000000,2644337408,0.0582,697000000,2201047036,24.26,4.01
ZWS,Zurn Elkay Water Solutions Corp,"Zurn Elkay Water Solutions Corporation engages in design, procurement, manufacture, and marketing of water management solutions in the United States, Canada, and internationally.",USD,47.32,47.32,2025-12-30,28.31,2025-04-08,1.4,48.17,2025-12-22,47.32,2025-12-30,1.8,791290,0.0131,,,2025-05-12,34.0,29.25,2025-04-15,2025-07-25,True,455500000,7687309312,0.0344,294500000,5228921753,39.95,1.02
E,ENI SPA,Eni S. p.,USD,38.12,38.12,2025-12-30,24.71,2025-04-08,8.7,38.27,2025-12-03,36.5,2025-12-16,4.6,208030,0.0109,,,2025-06-12,65.0,26.16,2025-04-14,2025-07-25,True,27103000000,54912757760,0.0454,18926998528,58359505381,20.5,4.82
VOD,VODAFONE GROUP PUBLIC LTD CO,"Vodafone Group Public Limited Company provides telecommunication services in Germany, the United Kingdom, rest of Europe, Turkey, and South Africa.",USD,13.23,13.23,2025-12-30,7.68,2025-01-10,17.2,14.08,2021-05-17,7.12,2024-02-09,49.5,4411316,0.0175,2024-09-04,208.0,2025-05-22,132.0,8.55,2025-04-14,2025-07-24,True,11046000000,32618227712,0.141,40378001408,61525564580,,4.66
ALLE,Allegion plc,Allegion plc engages in the provision of security products and solutions worldwide.,USD,161.13,161.13,2025-12-30,118.08,2025-04-08,-8.8,179.47,2025-10-21,157.49,2025-12-09,12.2,856820,0.0119,,,2025-07-17,100.0,122.82,2025-04-21,2025-07-24,True,2078900000,14132468736,0.039,1956999968,12562158526,22.73,2.88
ICLR,ICON PLC,"ICON Public Limited Company, a clinical research organization, provides outsourced development and commercialization services in Ireland, rest of Europe, the United States, and internationally.",USD,183.0,183.0,2025-12-30,126.62,2025-05-21,-4.8,346.2,2024-07-16,126.62,2025-05-21,63.4,946086,0.0237,2025-07-23,63.0,2025-07-23,63.0,126.62,2025-05-21,2025-07-23,True,2062298000,14638270464,0.0676,3102630976,12950138290,16.11,3.22
BWMX,"BETTERWARE DE MEXICO, S.A.P.I. DE C.V","Betterware de México, S. A.",USD,14.18,14.18,2025-12-30,7.49,2025-06-04,7.6,34.44,2021-06-30,4.94,2023-01-03,85.7,26523,0.0206,2023-01-23,20.0,2025-07-23,49.0,7.49,2025-06-04,2025-07-23,True,4375217000,604154880,0.074,4866253248,5151724828,1.05,3.19
KN,Knowles Corp,"Knowles Corporation offers capacitors, radio frequency (RF) and microwave filters, balanced armature speakers, and medtech microphones in Asia, the United States, Europe, rest of Americas, and internationally.",USD,21.6,21.6,2025-12-30,12.76,2025-04-04,-9.3,24.41,2025-10-06,20.67,2025-11-20,15.3,705163,0.0181,,,2025-05-12,38.0,14.25,2025-04-16,2025-07-23,True,-445100000,1935906816,0.0588,105300000,1329198386,71.99,1.29
ORRF,ORRSTOWN FINANCIAL SERVICES INC,"Orrstown Financial Services, Inc.",USD,35.49,35.49,2025-12-30,25.51,2025-04-11,6.2,39.81,2024-11-12,25.51,2025-04-11,35.9,292420,0.0164,2025-07-03,83.0,2025-07-03,83.0,25.72,2025-04-14,2025-07-23,True,112631000,707220416,0.0369,110135008,624317589,21.58,1.78
EXPE,"Expedia Group, Inc.","Expedia Group, Inc. operates as an online travel company in the United States and internationally.",USD,285.0,285.0,2025-12-30,135.82,2025-04-08,31.0,289.29,2025-12-22,285.0,2025-12-30,1.5,1990160,0.0308,,,2025-07-07,90.0,145.8,2025-04-21,2025-07-23,True,2395000000,36784353280,0.0583,320000000,18465364332,23.17,0.11
SMSEY,Samsonite International SA/ADR,Samsonite Group S. A.,USD,12.84,12.84,2025-12-30,7.95,2025-04-07,19.7,18.28,2024-03-20,7.95,2025-04-07,56.5,36556,0.0265,2025-07-23,107.0,2025-07-23,107.0,8.05,2025-04-21,2025-07-23,True,1069500000,3542171904,0.1071,1866199968,4234110029,6.85,4.12
CMC,COMMERCIAL METALS Co,"Commercial Metals Company manufactures, recycles, and fabricates steel and metal products, and related materials and services in the United States, Poland, China, and internationally.",USD,69.9,69.9,2025-12-30,38.94,2025-04-08,18.9,71.36,2025-12-11,69.49,2025-12-19,2.6,994756,0.0224,,,2025-07-02,85.0,41.34,2025-04-21,2025-07-23,True,2647175000,7841095168,0.061,484921984,5105627043,,1.55
HXL,HEXCEL CORP /DE/,"Hexcel Corporation develops, manufactures, and markets carbon fibers, structural reinforcements, honeycomb structures, resins, and composite materials and parts for use in commercial aerospace, space and defense, and industrial applications.",USD,74.95,74.95,2025-12-30,47.08,2025-04-08,17.4,78.61,2025-12-08,72.31,2025-12-16,8.0,1179353,0.0211,,,2025-07-23,106.0,47.89,2025-04-22,2025-07-23,True,380200000,6319909888,0.0361,666500032,4512259963,51.62,3.44
PRG,"PROG Holdings, Inc.","PROG Holdings, Inc. , a financial technology holding company, provides payment options to consumers in the United States.",USD,30.27,30.27,2025-12-30,23.71,2025-04-08,-5.1,56.87,2021-01-15,12.23,2022-10-21,78.5,573200,0.0203,2022-10-31,10.0,2025-07-23,106.0,24.41,2025-04-23,2025-07-23,False,678353000,1215631488,0.1173,310078016,1288040513,5.55,1.05
PHM,PULTEGROUP INC/MI/,"PulteGroup, Inc. , through its subsidiaries, engages in the homebuilding business in the United States.",USD,118.13,118.13,2025-12-30,91.48,2025-04-08,-12.0,147.58,2024-10-18,91.48,2025-04-08,38.0,1785316,0.0182,2025-07-22,105.0,2025-07-22,105.0,92.32,2025-04-16,2025-07-22,True,10249271000,24299169792,0.0559,718742016,19039794858,8.59,0.46
WSM,WILLIAMS SONOMA INC,"Williams-Sonoma, Inc. operates as an omni-channel specialty retailer of various products for home.",USD,181.4,181.4,2025-12-30,135.95,2025-04-16,-6.8,215.07,2025-02-18,135.95,2025-04-16,36.8,1383630,0.0193,2025-07-22,97.0,2025-07-22,97.0,135.95,2025-04-16,2025-07-22,True,4329254000,23614697472,0.0433,581100992,17010273857,26.41,0.53
CARS,Cars.com Inc.,Cars. com Inc.,USD,12.18,12.18,2025-12-30,10.05,2025-05-08,-1.2,22.81,2023-07-31,10.05,2025-05-08,55.9,828526,0.0267,2025-07-22,75.0,2025-07-22,75.0,10.05,2025-05-08,2025-07-22,True,194627000,768068672,0.0923,415268992,1032796249,18.16,3.49
VMI,VALMONT INDUSTRIES INC,"Valmont Industries, Inc. operates as a manufacturer of products and services for infrastructure and agriculture markets in the United States, Australia, Brazil, and internationally.",USD,407.47,407.47,2025-12-30,262.4,2025-04-07,4.4,426.57,2025-12-11,406.13,2025-12-17,4.8,150243,0.0147,,,2025-07-22,106.0,268.04,2025-04-21,2025-07-22,True,938227000,8294904320,0.0683,639294976,5959411240,21.45,1.56
DHI,HORTON D R INC /DE/,D. R.,USD,145.53,145.53,2025-12-30,114.08,2025-04-08,-15.3,194.28,2024-09-19,114.08,2025-04-08,41.3,3024760,0.0219,2025-07-22,105.0,2025-07-22,105.0,116.23,2025-06-02,2025-07-22,True,18944800000,42611630080,0.0562,3079800064,37218756173,11.62,0.94
VCTR,"Victory Capital Holdings, Inc.","Victory Capital Holdings, Inc.",USD,63.72,63.72,2025-12-30,50.14,2025-04-08,2.6,71.61,2025-08-12,60.29,2025-12-02,15.8,378843,0.014,,,2025-07-10,93.0,53.26,2025-04-21,2025-07-17,False,1055921000,4539934208,0.0596,903327992,4541018673,16.47,2.75
YETI,"YETI Holdings, Inc.","YETI Holdings, Inc. designs, retails, and distributes outdoor products under the YETI brand name.",USD,44.31,44.31,2025-12-30,26.94,2025-04-16,30.9,107.73,2021-11-05,26.94,2025-04-16,75.0,1944206,0.0233,2025-07-17,92.0,2025-07-17,92.0,26.94,2025-04-16,2025-07-17,True,647869000,3935719936,0.0687,58046992,2246227630,17.36,0.32
