ticker,title,cik
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund,1518557
MMED,"MiniMed Group, Inc.",2062583
MMEX,MMEX Resources Corp,1440799
MMI,"Marcus & Millichap, Inc.",1578732
MMLP,MARTIN MIDSTREAM PARTNERS L.P.,1176334
MMM,3M CO,66740
MMMW,MASS MEGAWATTS WIND POWER INC,1117228
MMS,"MAXIMUS, INC.",1032220
MMSI,MERIT MEDICAL SYSTEMS INC,856982
MMT,MFS MULTIMARKET INCOME TRUST,809173
MMTIF,MICROMEM TECHNOLOGIES INC,1085921
MMTRS,MILLS MUSIC TRUST,66496
MMTX,Miluna Acquisition Corp,2077033
MMTXU,Miluna Acquisition Corp,2077033
MMTXW,Miluna Acquisition Corp,2077033
MMU,WESTERN ASSET MANAGED MUNICIPALS FUND INC.,886043
MMYT,MakeMyTrip Ltd,1495153
MNBEF,MINEBEA MITSUMI Inc.,1034983
MNDO,MIND CTI LTD,1119083
MNDR,Mobile-health Network Solutions,1976695
MNDY,monday.com Ltd.,1845338
MNESP,MSA Safety Inc,66570
MNFYY,"Money Forward, Inc./ADR",2014145
MNKD,MANNKIND CORP,899460
MNLCF,MANULIFE FINANCIAL CORP,1086888
MNMD,Mind Medicine (MindMed) Inc.,1813814
MNOV,MEDICINOVA INC,1226616
MNPR,Monopar Therapeutics,1645469
MNQFF,MANULIFE FINANCIAL CORP,1086888
MNR,MACH NATURAL RESOURCES LP,1980088
MNRO,"MONRO, INC.",876427
MNSB,"MainStreet Bancshares, Inc.",1693577
MNSBP,"MainStreet Bancshares, Inc.",1693577
MNSKY,MoneySupermarket.com Group PLC/ADR,1584297
MNST,Monster Beverage Corp,865752
MNTK,"Montauk Renewables, Inc.",1826600
MNTN,"MNTN, Inc.",1891027
MNTR,"Mentor Capital, Inc.",1599117
MNTS,Momentus Inc.,1781162
MNTSW,Momentus Inc.,1781162
MNUFF,MANULIFE FINANCIAL CORP,1086888
MNUPF,MANULIFE FINANCIAL CORP,1086888
MNY,MoneyHero Ltd,1974044
MNYFF,"Money Forward, Inc./ADR",2014145
MNYWW,MoneyHero Ltd,1974044
MNZLY,Mercury NZ Ltd./ADR,2062807
MO,"ALTRIA GROUP, INC.",764180
MOB,Mobilicom Ltd,1898643
MOBBW,Mobilicom Ltd,1898643
MOBQ,"Mobiquity Technologies, Inc.",1084267
MOBQW,"Mobiquity Technologies, Inc.",1084267
MOBX,"MOBIX LABS, INC",1855467
MOBXW,"MOBIX LABS, INC",1855467
MOD,MODINE MANUFACTURING CO,67347
MODD,"Modular Medical, Inc.",1074871
MODG,Topgolf Callaway Brands Corp.,837465
MODVQ,ModivCare Inc,1220754
MOFG,"MidWestOne Financial Group, Inc.",1412665
MOG-A,MOOG INC.,67887
MOG-B,MOOG INC.,67887
MOGMF,Mogotes Metals Inc.,2011589
MOGO,Orion Digital Corp.,1602842
MOGU,MOGU Inc.,1743971
MOH,"MOLINA HEALTHCARE, INC.",1179929
MOJO,EQUATOR Beverage Co,1414953
MOLN,MOLECULAR PARTNERS AG,1745114
MOMO,Hello Group Inc.,1610601
MONRF,Moncler S.p.A./ADR,1605755
MORN,"Morningstar, Inc.",1289419
MOS,MOSAIC CO,1285785
MOV,MOVADO GROUP INC,72573
MOVAA,MOVADO GROUP INC,72573
MOVE,Movano Inc.,1734750
MP,MP Materials Corp. / DE,1801368
MPA,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,891038
MPAA,MOTORCAR PARTS OF AMERICA INC,918251
MPB,MID PENN BANCORP INC,879635
MPC,Marathon Petroleum Corp,1510295
MPJPY,Metaplanet Inc.,2100603
MPJS,MPJS Group Ltd,2016864
MPLT,"MapLight Therapeutics, Inc.",1770069
MPLX,MPLX LP,1552000
MPLXP,MPLX LP,1552000
MPNGF,Meituan Dianping/ADR,1754088
MPTI,"M-tron Industries, Inc.",1902314
MPU,Mega Matrix Inc,1953021
MPV,BARINGS PARTICIPATION INVESTORS,831655
MPVDF,Mountain Province Diamonds Inc.,1004530
MPW,MEDICAL PROPERTIES TRUST INC,1287865
MPWR,MONOLITHIC POWER SYSTEMS INC,1280452
MPX,MARINE PRODUCTS CORP,1129155
MQ,"Marqeta, Inc.",1522540
MQT,"BLACKROCK MUNIYIELD QUALITY FUND II, INC.",887394
MQY,"BLACKROCK MUNIYIELD QUALITY FUND, INC.",890196
MRAI,"Marpai, Inc.",1844392
MRAM,EVERSPIN TECHNOLOGIES INC.,1438423
MRBK,Meridian Corp,1750735
MRCA,Canary American-Made Crypto ETF,2083119
MRCC,MONROE CAPITAL Corp,1512931
MRCIF,"Mercari, Inc./ADR",1752564
MRCY,MERCURY SYSTEMS INC,1049521
MREGY,Meridian Energy Ltd/ADR,2063417
MREO,Mereo BioPharma Group plc,1719714
MRK,"Merck & Co., Inc.",310158
MRKR,"Marker Therapeutics, Inc.",1094038
MRM,Medirom Healthcare Technologies Inc.,1819704
MRMD,MARIMED INC.,1522767
MRNA,"Moderna, Inc.",1682852
MRNO,Murano Global Investments Plc,1988776
MRNOW,Murano Global Investments Plc,1988776
MROSY,Melrose Industries Plc/ADR,1516535
MRP,"Millrose Properties, Inc.",2017206
MRPT,MACREPORT NET INC,1143994
MRRDF,Meridian Mining UK Societas,1839886
MRSN,"Mersana Therapeutics, Inc.",1442836
MRT,"Marti Technologies, Inc.",1852767
MRTN,MARTEN TRANSPORT LTD,799167
MRUS,Merus N.V.,1651311
MRUWY,"Maruwa Co., Ltd./ADR",2093667
MRVI,"MARAVAI LIFESCIENCES HOLDINGS, INC.",1823239
MRVL,"Marvell Technology, Inc.",1835632
MRX,Marex Group plc,1997464
MS,MORGAN STANLEY,895421
MS-PA,MORGAN STANLEY,895421
MS-PE,MORGAN STANLEY,895421
MS-PF,MORGAN STANLEY,895421
MS-PI,MORGAN STANLEY,895421
MS-PK,MORGAN STANLEY,895421
MS-PL,MORGAN STANLEY,895421
MS-PO,MORGAN STANLEY,895421
MS-PP,MORGAN STANLEY,895421
MS-PQ,MORGAN STANLEY,895421
MSA,MSA Safety Inc,66570
MSAI,"MultiSensor AI Holdings, Inc.",1863990
MSAIW,"MultiSensor AI Holdings, Inc.",1863990
MSB,MESABI TRUST,65172
MSBB,"Mercer Bancorp, Inc.",1967306
MSBI,"Midland States Bancorp, Inc.",1466026
MSBIP,"Midland States Bancorp, Inc.",1466026
MSC,STUDIO CITY INTERNATIONAL HOLDINGS Ltd,1713334
MSCI,MSCI Inc.,1408198
MSCLF,Satellos Bioscience Inc.,1421642
MSD,MORGAN STANLEY EMERGING MARKETS DEBT FUND INC,904112
MSDL,Morgan Stanley Direct Lending Fund,1782524
MSEX,MIDDLESEX WATER CO,66004
MSEXP,MIDDLESEX WATER CO,66004
MSFT,MICROSOFT CORP,789019
MSGE,Madison Square Garden Entertainment Corp.,1952073
MSGM,Motorsport Games Inc.,1821175
MSGS,Madison Square Garden Sports Corp.,1636519
MSGY,Masonglory Ltd,2020228
MSI,"Motorola Solutions, Inc.",68505
MSIF,"MSC INCOME FUND, INC.",1535778
MSM,MSC INDUSTRIAL DIRECT CO INC,1003078
MSMU,MSM FRONTIER CAPITAL ACQUISITION CORP.,2061918
MSN,EMERSON RADIO CORP,32621
MSOGF,MINISO Group Holding Ltd,1815846
MSOKF,Mitsui-Soko Holdings Co Limited/ADR,2087844
MSPR,"MSP Recovery, Inc.",1802450
MSPRW,"MSP Recovery, Inc.",1802450
MSPRZ,"MSP Recovery, Inc.",1802450
MSS,Maison Solutions Inc.,1892292
MSSAF,Metal Sky Star Acquisition Corp,1882464
MSSHY,Mitsui-Soko Holdings Co Limited/ADR,2087844
MSSRF,Metal Sky Star Acquisition Corp,1882464
MSSUF,Metal Sky Star Acquisition Corp,1882464
MSSWF,Metal Sky Star Acquisition Corp,1882464
MSTH,Mystic Holdings Inc./NV,1790320
MSTKY,MatsukiyoCocokara & Co./ADR,2025217
MSTLW,MORGAN STANLEY,895421
MSTR,Strategy Inc,1050446
MSUXF,Misumi Group Inc./ADR,1710864
MSW,Ming Shing Group Holdings Ltd,1956166
MT,ArcelorMittal,1243429
MTA,Metalla Royalty & Streaming Ltd.,1722606
MTB,M&T BANK CORP,36270
MTB-PH,M&T BANK CORP,36270
MTB-PJ,M&T BANK CORP,36270
MTB-PK,M&T BANK CORP,36270
MTBLY,"Moatable, Inc.",1509223
MTC,"MMTec, Inc.",1742518
MTCH,"Match Group, Inc.",891103
MTD,METTLER TOLEDO INTERNATIONAL INC/,1037646
MTDR,Matador Resources Co,1520006
MTEK,Maris Tech Ltd.,1872964
MTEKW,Maris Tech Ltd.,1872964
MTEN,Mingteng International Corp Inc.,1948099
MTEX,MANNATECH INC,1056358
MTG,MGIC INVESTMENT CORP,876437
MTGRF,MGX Resources Limited/ADR,1537543
MTH,Meritage Homes CORP,833079
MTLK,METALINK LTD,1098462
MTLPF,Metlen Energy & Metals PLC/ADR,2090231
MTLS,MATERIALISE NV,1091223
MTMTY,Metlen Energy & Metals PLC/ADR,2090231
MTMV,Motomova Inc,1393044
MTN,VAIL RESORTS INC,812011
MTNB,"Matinas BioPharma Holdings, Inc.",1582554
MTPLF,Metaplanet Inc.,2100603
MTR,MESA ROYALTY TRUST/TX,313364
MTRN,MATERION Corp,1104657
MTRX,MATRIX SERVICE CO,866273
MTSI,"MACOM Technology Solutions Holdings, Inc.",1493594
MTTCF,Steakholder Foods Ltd.,1828098
MTUL,UBS AG,1114446
MTUS,Metallus Inc.,1598428
MTVA,MetaVia Inc.,1638287
MTW,MANITOWOC CO INC,61986
MTWO,"M2i Global, Inc.",1753373
MTX,MINERALS TECHNOLOGIES INC,891014
MTZ,MASTEC INC,15615
MU,MICRON TECHNOLOGY INC,723125
MUA,"BLACKROCK MUNIASSETS FUND, INC.",901243
MUC,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC.",1051004
MUE,"BLACKROCK MUNIHOLDINGS QUALITY FUND II, INC.",1071899
MUFG,MITSUBISHI UFJ FINANCIAL GROUP INC,67088
MUJ,"BLACKROCK MUNIHOLDINGS NEW JERSEY QUALITY FUND, INC.",1053988
MUR,MURPHY OIL CORP,717423
MUSA,Murphy USA Inc.,1573516
MUX,McEwen Inc.,314203
MVBF,MVB FINANCIAL CORP,1277902
MVCO,"Metavesco, Inc.",924095
MVF,"BLACKROCK MUNIVEST FUND, INC.",835948
MVIS,"MICROVISION, INC.",65770
MVNC,Marvion Inc.,1439264
MVO,MV Oil Trust,1371782
MVRL,UBS AG,1114446
MVST,"Microvast Holdings, Inc.",1760689
MVSTW,"Microvast Holdings, Inc.",1760689
MVT,"BLACKROCK MUNIVEST FUND II, INC.",897269
MWA,"Mueller Water Products, Inc.",1350593
MWAI,"MedWellAI, Inc.",1520118
MWG,Multi Ways Holdings Ltd,1941500
MWYN,"Marwynn Holdings, Inc.",2030522
MX,MAGNACHIP SEMICONDUCTOR Corp,1325702
MXC,MEXCO ENERGY CORP,66418
MXCT,"MAXCYTE, INC.",1287098
MXE,MEXICO EQUITY & INCOME FUND INC,863900
MXF,MEXICO FUND INC,65433
MXL,"MAXLINEAR, INC",1288469
MXUBY,Mixue Bingcheng Co Ltd/ADR,2061911
MXUGF,Mixue Bingcheng Co Ltd/ADR,2061911
MYCB,"My City Builders, Inc.",1556801
MYCRY,Mycronic AB/ADR,2032399
MYD,"BLACKROCK MUNIYIELD FUND, INC.",879361
MYE,MYERS INDUSTRIES INC,69488
MYFW,First Western Financial Inc,1327607
MYGN,MYRIAD GENETICS INC,899923
MYI,"BLACKROCK MUNIYIELD QUALITY FUND III, INC.",883412
MYN,"BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC.",882150
MYND,"Mynd.ai, Inc.",1708441
MYNZ,MAINZ BIOMED N.V.,1874252
MYO,"MYOMO, INC.",1369290
MYPS,"PLAYSTUDIOS, Inc.",1823878
MYPSW,"PLAYSTUDIOS, Inc.",1823878
MYRG,MYR GROUP INC.,700923
MYSE,"Myseum, Inc.",1648960
MYSEW,"Myseum, Inc.",1648960
MYSZ,"My Size, Inc.",1211805
MYX,Maywood Acquisition Corp. 2,2080087
MZHOF,MIZUHO FINANCIAL GROUP INC,1335730
MZTI,MARZETTI CO,57515
NA,Nano Labs Ltd,1872302
NAAS,NaaS Technology Inc.,1712178
NABL,"N-able, Inc.",1834488
NAC,Nuveen California Quality Municipal Income Fund,1074952
NAD,Nuveen Quality Municipal Income Fund,1083839
NAGE,"Niagen Bioscience, Inc.",1386570
NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,787253
NAK,NORTHERN DYNASTY MINERALS LTD,1164771
NAKA,"Kindly MD, Inc.",1946573
NAKAW,"Kindly MD, Inc.",1946573
NAMI,Jinxin Technology Holding Co,1967631
NAMM,Namib Minerals,2026514
NAMMW,Namib Minerals,2026514
NAMS,NewAmsterdam Pharma Co N.V.,1936258
NAMSW,NewAmsterdam Pharma Co N.V.,1936258
NAN,NUVEEN NEW YORK QUALITY MUNICIPAL INCOME FUND,1074769
NASC,Can B Corp,1509957
NAT,NORDIC AMERICAN TANKERS Ltd,1000177
NATH,"NATHANS FAMOUS, INC.",69733
NATL,NCR Atleos Corp,1974138
NATR,NATURES SUNSHINE PRODUCTS INC,275053
NAUT,"Nautilus Biotechnology, Inc.",1808805
NAVI,NAVIENT CORP,1593538
NAVN,"Navan, Inc.",1639723
NAZ,NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND,892992
NB,NIOCORP DEVELOPMENTS LTD,1512228
NBB,Nuveen Taxable Municipal Income Fund,1478888
NBBI,"BMP AI Technologies, Inc.",1130781
NBBK,"NB Bancorp, Inc.",1979330
NBH,NEUBERGER MUNICIPAL FUND INC.,1178839
NBHC,National Bank Holdings Corp,1475841
NBIO,Nascent Biotech Inc.,1622057
NBIS,Nebius Group N.V.,1513845
NBIX,NEUROCRINE BIOSCIENCES INC,914475
NBKBY,Noba Bank Group AG/ADR,2093618
NBLWF,Noble Corp plc,1895262
NBND,NetBrands Corp.,1725911
NBP,NovaBridge Biosciences,1778016
NBR,NABORS INDUSTRIES LTD,1163739
NBRG,Newbridge Acquisition Ltd,1918414
NBRWF,NABORS INDUSTRIES LTD,1163739
NBTB,NBT BANCORP INC,790359
NBTX,Nanobiotix S.A.,1760854
NBXG,Neuberger Next Generation Connectivity Fund Inc.,1843181
NBY,"NovaBay Pharmaceuticals, Inc.",1389545
NC,NACCO INDUSTRIES INC,789933
NCA,NUVEEN CALIFORNIA MUNICIPAL VALUE FUND,818851
NCAUF,Newcore Gold Ltd.,1627868
NCDL,Nuveen Churchill Direct Lending Corp.,1737924
NCEL,NewcelX Ltd.,1783036
NCEW,New Century Logistics (BVI) Ltd,1968043
NCHEF,Nichirei Corporation/ADR,1570299
NCI,Neo-Concept International Group Holdings Ltd,1916331
NCIQ,Hashdex Nasdaq Crypto Index US ETF,2031069
NCL,Northann Corp.,1923780
NCLH,Norwegian Cruise Line Holdings Ltd.,1513761
NCLTF,"Nitori Holdings Co., Ltd.",1801729
NCLTY,"Nitori Holdings Co., Ltd.",1801729
NCMI,"National CineMedia, Inc.",1377630
NCNA,NuCana plc,1709626
NCNCF,noco-noco Inc.,1964021
NCNO,"nCino, Inc.",1902733
NCPL,Netcapital Inc.,1414767
NCPLW,Netcapital Inc.,1414767
NCRA,"NOCERA, INC.",1756180
NCRRP,NCR Voyix Corp,70866
NCSM,"NCS Multistage Holdings, Inc.",1692427
NCSYF,NICE Ltd.,1003935
NCT,Intercont (Cayman) Ltd,2018529
NCTY,The9 LTD,1296774
NCV,Virtus Convertible & Income Fund,1214935
NCV-PA,Virtus Convertible & Income Fund,1214935
NCZ,Virtus Convertible & Income Fund II,1227857
NCZ-PA,Virtus Convertible & Income Fund II,1227857
NDAQ,"NASDAQ, INC.",1120193
NDEKF,NITTO DENKO CORP / ADR/,353991
NDLS,NOODLES & Co,1275158
NDMO,Nuveen Dynamic Municipal Opportunities Fund,1793129
NDRA,ENDRA Life Sciences Inc.,1681682
NDSN,NORDSON CORP,72331
NE,Noble Corp plc,1895262
NE-WT,Noble Corp plc,1895262
NE-WTA,Noble Corp plc,1895262
NEA,Nuveen AMT-Free Quality Municipal Income Fund,1195737
NECB,"NorthEast Community Bancorp, Inc./MD/",1847398
NEE,NEXTERA ENERGY INC,753308
NEE-PN,NEXTERA ENERGY INC,753308
NEE-PS,NEXTERA ENERGY INC,753308
NEE-PT,NEXTERA ENERGY INC,753308
NEE-PU,NEXTERA ENERGY INC,753308
NEGG,"Newegg Commerce, Inc.",1474627
NELR,Neolara Corp.,1941360
NEM,NEWMONT Corp /DE/,1164727
NEMCL,NEWMONT Corp /DE/,1164727
NEN,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,746514
NEO,NEOGENOMICS INC,1077183
NEOA,"Neo Aeronautics, Inc.",2036444
NEOG,NEOGEN CORP,711377
NEON,Neonode Inc.,87050
NEOV,NeoVolta Inc.,1748137
NEOVW,NeoVolta Inc.,1748137
NEPH,NEPHROS INC,1196298
NERV,"Minerva Neurosciences, Inc.",1598646
NESR,National Energy Services Reunited Corp.,1698514
NET,"Cloudflare, Inc.",1477333
NETTF,"NetEase, Inc.",1110646
NEU,NEWMARKET CORP,1282637
NEUE,"NeueHealth, Inc.",1671284
NEUP,Neuphoria Therapeutics Inc.,1191070
NEWEN,NATIONAL GRID PLC,1004315
NEWH,"NewHydrogen, Inc.",1371128
NEWP,NEW PACIFIC METALS CORP,1369085
NEWT,"NewtekOne, Inc.",1587987
NEWTG,"NewtekOne, Inc.",1587987
NEWTH,"NewtekOne, Inc.",1587987
NEWTI,"NewtekOne, Inc.",1587987
NEWTP,"NewtekOne, Inc.",1587987
NEWTZ,"NewtekOne, Inc.",1587987
NEXA,Nexa Resources S.A.,1713930
NEXCF,Nextech3D.AI Corp.,1737270
NEXHY,"Nippon Express Holdings, Inc./ADR",1985406
NEXM,NexMetals Mining Corp.,795800
NEXN,Nexxen International Ltd.,1849396
NEXT,NextDecade Corp,1612720
NFBK,"Northfield Bancorp, Inc.",1493225
NFE,New Fortress Energy Inc.,1749723
NFG,NATIONAL FUEL GAS CO,70145
NFGC,New Found Gold Corp.,1840616
NFJ,"Virtus Dividend, Interest & Premium Strategy Fund",1260563
NFLX,NETFLIX INC,1065280
NFSN,"Nongfu Shop Digital New Retail Co., Ltd",1284454
NFTM,Buildablock Corp.,1345865
NFTN,NFiniTi inc.,1544400
NG,NOVAGOLD RESOURCES INC,1173420
NGCG,"New Generation Consumer Group, Inc.",1061040
NGCOY,"Nagase & Co., Ltd./ADR",2092248
NGD,New Gold Inc. /FI,800166
NGEN,NERVGEN PHARMA CORP.,1751912
NGENF,NERVGEN PHARMA CORP.,1751912
NGG,NATIONAL GRID PLC,1004315
NGGTF,NATIONAL GRID PLC,1004315
NGHI,"Galenfeha, Inc.",1574676
NGHLF,Nightingale Health Plc,2060863
NGL,NGL Energy Partners LP,1504461
NGL-PB,NGL Energy Partners LP,1504461
NGL-PC,NGL Energy Partners LP,1504461
NGLD,Nevada Canyon Gold Corp.,1605481
NGNE,Neurogene Inc.,1404644
NGS,NATURAL GAS SERVICES GROUP INC,1084991
NGSCF,"Nagase & Co., Ltd./ADR",2092248
NGTF,"NightFood Holdings, Inc.",1593001
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",1547459
NGVT,Ingevity Corp,1653477
NGXXF,NGEx Minerals Ltd.,2044153
NHC,NATIONAL HEALTHCARE CORP,1047335
NHFLF,NORTHFIELD CAPITAL CORP,1075822
NHI,NATIONAL HEALTH INVESTORS INC,877860
NHIC,NewHold Investment Corp. III,2043699
NHICU,NewHold Investment Corp. III,2043699
NHICW,NewHold Investment Corp. III,2043699
NHKGF,NHK Spring Co. Ltd/ADR,2087500
NHKSY,NHK Spring Co. Ltd/ADR,2087500
NHLTY,Nightingale Health Plc,2060863
NHNKF,Nihon Kohden Corporation/ADR,1543726
NHPAP,"National Healthcare Properties, Inc.",1561032
NHPBP,"National Healthcare Properties, Inc.",1561032
NHS,Neuberger High Yield Strategies Fund Inc.,1487610
NHTC,NATURAL HEALTH TRENDS CORP,912061
NI,NISOURCE INC.,1111711
NIC,NICOLET BANKSHARES INC,1174850
NICE,NICE Ltd.,1003935
NICHX,Variant Alternative Income Fund,1736510
NIE,Virtus Equity & Convertible Income Fund,1383441
NIHK,"Video River Networks, Inc.",1084475
NIKA,"NIKA PHARMACEUTICALS, INC",1145604
NIM,NUVEEN SELECT MATURITIES MUNICIPAL FUND,890119
NIMU,NON INVASIVE MONITORING SYSTEMS INC /FL/,720762
NINE,"Nine Energy Service, Inc.",1532286
NIO,NIO Inc.,1736541
NIOBW,NIOCORP DEVELOPMENTS LTD,1512228
NIOIF,NIO Inc.,1736541
NIOMF,First American Uranium Inc.,1937453
NIPG,NIP Group Inc.,1966233
NIQ,NIQ Global Intelligence plc,2054696
NISN,"Nisun International Enterprise Development Group Co., Ltd",1603993
NITO,"N2OFF, Inc.",1789192
NIU,Niu Technologies,1744781
NIVF,NewGenIvf Group Ltd,1981662
NIVFW,NewGenIvf Group Ltd,1981662
NIXX,"Nixxy, Inc.",1462223
NIXXW,"Nixxy, Inc.",1462223
NJDCY,NIDEC CORP,1158967
NJR,NEW JERSEY RESOURCES CORP,356309
NKE,"NIKE, Inc.",320187
NKGFF,Nevada King Gold Corp.,1839154
NKGN,"NKGen Biotech, Inc.",1845459
NKLAQ,Nikola Corp,1731289
NKLR,Terra Innovatum Global N.V.,2067627
NKSH,NATIONAL BANKSHARES INC,796534
NKTR,NEKTAR THERAPEUTICS,906709
NKTX,"Nkarta, Inc.",1787400
NKX,NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND,1195738
NL,NL INDUSTRIES INC,72162
NLCP,"NewLake Capital Partners, Inc.",1854964
NLOP,Net Lease Office Properties,1952976
NLST,NETLIST INC,1282631
NLY,ANNALY CAPITAL MANAGEMENT INC,1043219
NLY-PF,ANNALY CAPITAL MANAGEMENT INC,1043219
NLY-PG,ANNALY CAPITAL MANAGEMENT INC,1043219
NLY-PI,ANNALY CAPITAL MANAGEMENT INC,1043219
NLY-PJ,ANNALY CAPITAL MANAGEMENT INC,1043219
NMAI,Nuveen Multi-Asset Income Fund,1861115
NMAX,Newsmax Inc.,2026478
NMCO,Nuveen Municipal Credit Opportunities Fund,1774342
NMEX,NORTHERN MINERALS & EXPLORATION LTD.,1415744
NMFC,New Mountain Finance Corp,1496099
NMFCZ,New Mountain Finance Corp,1496099
NMG,Nouveau Monde Graphite Inc.,1649752
NMGX,Nano Magic Inc.,891417
NMHI,Nature's Miracle Holding Inc.,1947861
NMHIW,Nature's Miracle Holding Inc.,1947861
NMI,NUVEEN MUNICIPAL INCOME FUND INC,830271
NMIH,"NMI Holdings, Inc.",1547903
NMKBP,NATIONAL GRID PLC,1004315
NMKCP,NATIONAL GRID PLC,1004315
NML,Neuberger Berman Energy Infrastructure & Income Fund Inc.,1562051
NMM,Navios Maritime Partners L.P.,1415921
NMP,NMP Acquisition Corp.,2054876
NMPAR,NMP Acquisition Corp.,2054876
NMPAU,NMP Acquisition Corp.,2054876
NMPGY,Navios Maritime Holdings Inc.,1333172
NMPRY,Navios Maritime Holdings Inc.,1333172
NMPWP,NATIONAL GRID PLC,1004315
NMR,NOMURA HOLDINGS INC,1163653
NMRA,"Neumora Therapeutics, Inc.",1885522
NMRK,"NEWMARK GROUP, INC.",1690680
NMS,Nuveen Minnesota Quality Municipal Income Fund,1607997
NMT,NUVEEN MASSACHUSETTS QUALITY MUNICIPAL INCOME FUND,897419
NMTC,NEUROONE MEDICAL TECHNOLOGIES Corp,1500198
NMZ,NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND,1266585
NNAVW,NEXTNAV INC.,1865631
NNAX,New Momentum Corp.,1132509
NNBR,NN INC,918541
NNDM,Nano Dimension Ltd.,1643303
NNE,Nano Nuclear Energy Inc.,1923891
NNGPF,NN Group NV/ADR,1690981
NNI,NELNET INC,1258602
NNN,"NNN REIT, INC.",751364
NNNN,Anbio Biotechnology,1982708
NNOX,Nano-X Imaging Ltd.,1795251
NNUP,NOCOPI TECHNOLOGIES INC/MD/,888981
NNVC,"NANOVIRICIDES, INC.",1379006
NNWWF,North West Co Inc./ADR,2073913
NNY,NUVEEN NEW YORK MUNICIPAL VALUE FUND,818850
NOA,North American Construction Group Ltd.,1368519
NOAH,NOAH HOLDINGS LTD,1499543
NOBH,NOBILITY HOMES INC,72205
NOC,NORTHROP GRUMMAN CORP /DE/,1133421
NODK,"NI Holdings, Inc.",1681206
NOEM,CO2 Energy Transition Corp.,1956648
NOEMR,CO2 Energy Transition Corp.,1956648
NOEMU,CO2 Energy Transition Corp.,1956648
NOEMW,CO2 Energy Transition Corp.,1956648
NOG,"NORTHERN OIL & GAS, INC.",1104485
NOK,NOKIA CORP,924613
NOKBF,NOKIA CORP,924613
NOM,NUVEEN MISSOURI QUALITY MUNICIPAL INCOME FUND,899782
NOMA,Nomadar Corp.,1994214
NOMD,Nomad Foods Ltd,1651717
NONOF,NOVO NORDISK A S,353278
NOPFF,Nevada Organic Phosphate Inc.,1991188
NORD,Nordicus Partners Corp,1011060
NOTE,"FiscalNote Holdings, Inc.",1823466
NOTE-WT,"FiscalNote Holdings, Inc.",1823466
NOTV,"Inotiv, Inc.",720154
NOV,NOV Inc.,1021860
NOVAQ,Sunnova Energy International Inc.,1772695
NOVT,NOVANTA INC,1076930
NOVTU,NOVANTA INC,1076930
NOW,"ServiceNow, Inc.",1373715
NOWG,Nowigence Inc.,1761911
NP,Neptune Insurance Holdings Inc.,2067129
NPAC,New Providence Acquisition Corp. III/Cayman,2048948
NPACU,New Providence Acquisition Corp. III/Cayman,2048948
NPACW,New Providence Acquisition Corp. III/Cayman,2048948
NPB,NORTHPOINTE BANCSHARES INC,1336706
NPCE,NeuroPace Inc,1528287
NPCT,Nuveen Core Plus Impact Fund,1835068
NPEHF,"Nippon Express Holdings, Inc./ADR",1985406
NPFD,Nuveen Variable Rate Preferred & Income Fund,1865389
NPICF,Northland Power Inc./ADR,2072389
NPIFF,Northland Power Inc./ADR,2072389
NPIXY,Northland Power Inc./ADR,2072389
NPK,NATIONAL PRESTO INDUSTRIES INC,80172
NPKI,NPK International Inc.,71829
NPO,Enpro Inc.,1164863
NPPXF,NIPPON TELEGRAPH & TELEPHONE CORP,769594
NPRFF,Nepra Foods Inc.,1859022
NPT,Texxon Holding Ltd,2014337
NPV,NUVEEN VIRGINIA QUALITY MUNICIPAL INCOME FUND,897421
NPWR,NET Power Inc.,1845437
NPWR-WT,NET Power Inc.,1845437
NPXYY,Nippon Sanso Holdings Corporation/ADR,2019040
NQP,NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND,870780
NRC,NATIONAL RESEARCH CORP,70487
NRDE,NU RIDE INC.,1759546
NRDS,"NERDWALLET, INC.",1625278
NRDY,Nerdy Inc.,1819404
NREF,"NexPoint Real Estate Finance, Inc.",1786248
NREF-PA,"NexPoint Real Estate Finance, Inc.",1786248
NRG,"NRG ENERGY, INC.",1013871
NRGD,BANK OF MONTREAL /CAN/,927971
NRGU,BANK OF MONTREAL /CAN/,927971
NRGV,"Energy Vault Holdings, Inc.",1828536
NRHI,"Natural Resource Holdings, Inc.",1680689
NRIM,NORTHRIM BANCORP INC,1163370
NRIS,"Norris Industries, Inc.",1603793
NRIX,"Nurix Therapeutics, Inc.",1549595
NRK,NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND,1195739
NRO,NEUBERGER REAL ESTATE SECURITIES INCOME FUND INC,1261166
NROM,NOBLE ROMANS INC,709005
NRP,NATURAL RESOURCE PARTNERS LP,1171486
